sentence_id	category	sentence	sentiment	ner_tags
1125006:3	food prices	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	location general	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	drinks quality	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125284:0	restaurant general	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	positive	O O O O O O O O O O O O O O O O O O O O O O O O O O T O
1125284:0	service general	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	food quality	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	food style_options	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	drinks style_options	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	drinks prices	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	restaurant prices	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	restaurant miscellaneous	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	ambience general	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	food prices	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	location general	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:0	drinks quality	As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1125284:1	restaurant general	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	service general	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	food quality	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	food style_options	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	drinks style_options	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	drinks prices	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	restaurant prices	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	restaurant miscellaneous	This place is the most Japanese it can ever get .	positive	O T O O O O O O O O O
1125284:1	ambience general	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	food prices	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	location general	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:1	drinks quality	This place is the most Japanese it can ever get .	N/A	O O O O O O O O O O O
1125284:2	restaurant general	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	service general	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	positive	O O O O O O O O O O O O O T O O O O O
1125284:2	food quality	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	positive	O O O O O O O T O O O O O O O O O O O
1125284:2	food style_options	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	positive	O O O O T T O O O O O O O O O O O O O
1125284:2	drinks style_options	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	drinks prices	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	restaurant prices	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	restaurant miscellaneous	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	positive	O T O O O O O O O O O O O O O O O O O
1125284:2	ambience general	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	food prices	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	location general	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:2	drinks quality	The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .	N/A	O O O O O O O O O O O O O O O O O O O
1125284:3	restaurant general	This place is worth an one - hour drive .	positive	O T O O O O O O O O
1125284:3	service general	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	food quality	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	food style_options	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	drinks style_options	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	drinks prices	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	restaurant prices	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	restaurant miscellaneous	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	ambience general	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	food prices	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	location general	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:3	drinks quality	This place is worth an one - hour drive .	N/A	O O O O O O O O O O
1125284:4	restaurant general	I am so coming back here again , as much as I can .	positive	O O O O O O O O O O O O O O
1125284:4	service general	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	food quality	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	food style_options	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	drinks style_options	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	drinks prices	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	restaurant prices	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	restaurant miscellaneous	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	ambience general	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	food prices	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	location general	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1125284:4	drinks quality	I am so coming back here again , as much as I can .	N/A	O O O O O O O O O O O O O O
1126814:0	restaurant general	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	positive	T O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	service general	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	food quality	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	positive	O O O O O O O O O O O O O O O T T T O O T O O O O O O O
1126814:0	food style_options	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	drinks style_options	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	drinks prices	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	restaurant prices	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	restaurant miscellaneous	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	ambience general	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	positive	T O O O O O O O O O O O O O O O O O O O O O O O O O T O
1126814:0	food prices	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	location general	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:0	drinks quality	Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1126814:1	restaurant general	My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O
